anno,anno_tipo,ateneo_codice,ateneo,sesso,indicatore,valore
2010,accademico,1201,Castellanza LIUC,M,iscritti,1237
2011,accademico,1201,Castellanza LIUC,F,iscritti,630
2011,accademico,1201,Castellanza LIUC,M,iscritti,1225
2012,accademico,1201,Castellanza LIUC,F,iscritti,657
2012,accademico,1201,Castellanza LIUC,M,iscritti,1117
2013,accademico,1201,Castellanza LIUC,F,iscritti,667
2013,accademico,1201,Castellanza LIUC,M,iscritti,1100
2014,accademico,1201,Castellanza LIUC,F,iscritti,675
2014,accademico,1201,Castellanza LIUC,M,iscritti,1148
2015,accademico,1201,Castellanza LIUC,F,iscritti,691
2015,accademico,1201,Castellanza LIUC,M,iscritti,1258
2016,accademico,1201,Castellanza LIUC,F,iscritti,729
2016,accademico,1201,Castellanza LIUC,M,iscritti,1312
2017,accademico,1201,Castellanza LIUC,F,iscritti,746
2017,accademico,1201,Castellanza LIUC,M,iscritti,1363
2018,accademico,1201,Castellanza LIUC,F,iscritti,794
2018,accademico,1201,Castellanza LIUC,M,iscritti,1490
2019,accademico,1201,Castellanza LIUC,F,iscritti,878
2019,accademico,1201,Castellanza LIUC,M,iscritti,1612
2020,accademico,1201,Castellanza LIUC,F,iscritti,966
2020,accademico,1201,Castellanza LIUC,M,iscritti,1795
2021,accademico,1201,Castellanza LIUC,F,iscritti,974
2021,accademico,1201,Castellanza LIUC,M,iscritti,1877
2022,accademico,1201,Castellanza LIUC,F,iscritti,920
2022,accademico,1201,Castellanza LIUC,M,iscritti,1787
2023,accademico,1201,Castellanza LIUC,F,iscritti,863
2023,accademico,1201,Castellanza LIUC,M,iscritti,1663
2024,accademico,1201,Castellanza LIUC,F,iscritti,809
2024,accademico,1201,Castellanza LIUC,M,iscritti,1591
2001,solare,1201,Castellanza LIUC,F,laureati,124
2001,solare,1201,Castellanza LIUC,M,laureati,277
2002,solare,1201,Castellanza LIUC,F,laureati,127
2002,solare,1201,Castellanza LIUC,M,laureati,386
2003,solare,1201,Castellanza LIUC,F,laureati,146
2003,solare,1201,Castellanza LIUC,M,laureati,299
2004,solare,1201,Castellanza LIUC,F,laureati,225
2004,solare,1201,Castellanza LIUC,M,laureati,410
2005,solare,1201,Castellanza LIUC,F,laureati,234
2005,solare,1201,Castellanza LIUC,M,laureati,448
2006,solare,1201,Castellanza LIUC,F,laureati,198
2006,solare,1201,Castellanza LIUC,M,laureati,395
2007,solare,1201,Castellanza LIUC,F,laureati,196
2007,solare,1201,Castellanza LIUC,M,laureati,387
2008,solare,1201,Castellanza LIUC,F,laureati,186
2008,solare,1201,Castellanza LIUC,M,laureati,371
2009,solare,1201,Castellanza LIUC,F,laureati,199
2009,solare,1201,Castellanza LIUC,M,laureati,334
2010,solare,1201,Castellanza LIUC,F,laureati,184
2010,solare,1201,Castellanza LIUC,M,laureati,330
2011,solare,1201,Castellanza LIUC,F,laureati,191
2011,solare,1201,Castellanza LIUC,M,laureati,340
2012,solare,1201,Castellanza LIUC,F,laureati,162
2012,solare,1201,Castellanza LIUC,M,laureati,357
2013,solare,1201,Castellanza LIUC,F,laureati,161
2013,solare,1201,Castellanza LIUC,M,laureati,369
2014,solare,1201,Castellanza LIUC,F,laureati,191
2014,solare,1201,Castellanza LIUC,M,laureati,310
2015,solare,1201,Castellanza LIUC,F,laureati,216
2015,solare,1201,Castellanza LIUC,M,laureati,319
2016,solare,1201,Castellanza LIUC,F,laureati,223
2016,solare,1201,Castellanza LIUC,M,laureati,397
2017,solare,1201,Castellanza LIUC,F,laureati,222
2017,solare,1201,Castellanza LIUC,M,laureati,371
2018,solare,1201,Castellanza LIUC,F,laureati,287
2018,solare,1201,Castellanza LIUC,M,laureati,453
2019,solare,1201,Castellanza LIUC,F,laureati,226
2019,solare,1201,Castellanza LIUC,M,laureati,436
2020,solare,1201,Castellanza LIUC,F,laureati,317
2020,solare,1201,Castellanza LIUC,M,laureati,467
2021,solare,1201,Castellanza LIUC,F,laureati,336
2021,solare,1201,Castellanza LIUC,M,laureati,545
2022,solare,1201,Castellanza LIUC,F,laureati,387
2022,solare,1201,Castellanza LIUC,M,laureati,577
2023,solare,1201,Castellanza LIUC,F,laureati,353
2023,solare,1201,Castellanza LIUC,M,laureati,644
2024,solare,1201,Castellanza LIUC,F,laureati,358
2024,solare,1201,Castellanza LIUC,M,laureati,585
2025,solare,1201,Castellanza LIUC,F,laureati,321
2025,solare,1201,Castellanza LIUC,M,laureati,554
1998,accademico,1202,Insubria,F,immatricolati,619
1998,accademico,1202,Insubria,M,immatricolati,491
1999,accademico,1202,Insubria,F,immatricolati,641
1999,accademico,1202,Insubria,M,immatricolati,509
2000,accademico,1202,Insubria,F,immatricolati,651
2000,accademico,1202,Insubria,M,immatricolati,540
2001,accademico,1202,Insubria,F,immatricolati,502
2001,accademico,1202,Insubria,M,immatricolati,511
2002,accademico,1202,Insubria,F,immatricolati,924
2002,accademico,1202,Insubria,M,immatricolati,724
2003,accademico,1202,Insubria,F,immatricolati,1068
2003,accademico,1202,Insubria,M,immatricolati,904
2004,accademico,1202,Insubria,F,immatricolati,916
2004,accademico,1202,Insubria,M,immatricolati,830
2005,accademico,1202,Insubria,F,immatricolati,1079
2005,accademico,1202,Insubria,M,immatricolati,875
2006,accademico,1202,Insubria,F,immatricolati,1074
2006,accademico,1202,Insubria,M,immatricolati,797
2007,accademico,1202,Insubria,F,immatricolati,1169
2007,accademico,1202,Insubria,M,immatricolati,772
2008,accademico,1202,Insubria,F,immatricolati,1103
2008,accademico,1202,Insubria,M,immatricolati,730
2009,accademico,1202,Insubria,F,immatricolati,1144
2009,accademico,1202,Insubria,M,immatricolati,909
2010,accademico,1202,Insubria,F,immatricolati,917
2010,accademico,1202,Insubria,M,immatricolati,758
2011,accademico,1202,Insubria,F,immatricolati,974
2011,accademico,1202,Insubria,M,immatricolati,727
2012,accademico,1202,Insubria,F,immatricolati,937
2012,accademico,1202,Insubria,M,immatricolati,719
2013,accademico,1202,Insubria,F,immatricolati,1023
2013,accademico,1202,Insubria,M,immatricolati,656
2014,accademico,1202,Insubria,F,immatricolati,1285
2014,accademico,1202,Insubria,M,immatricolati,975
2015,accademico,1202,Insubria,F,immatricolati,1051
2015,accademico,1202,Insubria,M,immatricolati,916
2016,accademico,1202,Insubria,F,immatricolati,1180
2016,accademico,1202,Insubria,M,immatricolati,1059
2017,accademico,1202,Insubria,F,immatricolati,1459
2017,accademico,1202,Insubria,M,immatricolati,1310
2018,accademico,1202,Insubria,F,immatricolati,1671
2018,accademico,1202,Insubria,M,immatricolati,1258
2019,accademico,1202,Insubria,F,immatricolati,1635
2019,accademico,1202,Insubria,M,immatricolati,1477
2020,accademico,1202,Insubria,F,immatricolati,1633
2020,accademico,1202,Insubria,M,immatricolati,1460
2021,accademico,1202,Insubria,F,immatricolati,1487
2021,accademico,1202,Insubria,M,immatricolati,1351
2022,accademico,1202,Insubria,F,immatricolati,1508
2022,accademico,1202,Insubria,M,immatricolati,1279
2023,accademico,1202,Insubria,F,immatricolati,1537
2023,accademico,1202,Insubria,M,immatricolati,1227
2024,accademico,1202,Insubria,F,immatricolati,1587
2024,accademico,1202,Insubria,M,immatricolati,1184
2025,accademico,1202,Insubria,F,immatricolati,1603
2025,accademico,1202,Insubria,M,immatricolati,1165
2000,accademico,1202,Insubria,F,iscritti,3290
2000,accademico,1202,Insubria,M,iscritti,2605
2001,accademico,1202,Insubria,F,iscritti,3492
2001,accademico,1202,Insubria,M,iscritti,2782
2002,accademico,1202,Insubria,F,iscritti,3863
2002,accademico,1202,Insubria,M,iscritti,3092
2003,accademico,1202,Insubria,F,iscritti,4406
2003,accademico,1202,Insubria,M,iscritti,3528
2004,accademico,1202,Insubria,F,iscritti,4370
2004,accademico,1202,Insubria,M,iscritti,3687
2005,accademico,1202,Insubria,F,iscritti,4764
2005,accademico,1202,Insubria,M,iscritti,3990
2006,accademico,1202,Insubria,F,iscritti,4824
2006,accademico,1202,Insubria,M,iscritti,4015
2007,accademico,1202,Insubria,F,iscritti,5078
2007,accademico,1202,Insubria,M,iscritti,4047
2008,accademico,1202,Insubria,F,iscritti,5184
2008,accademico,1202,Insubria,M,iscritti,3988
2009,accademico,1202,Insubria,F,iscritti,5350
2009,accademico,1202,Insubria,M,iscritti,4106
2010,accademico,1202,Insubria,F,iscritti,5367
2010,accademico,1202,Insubria,M,iscritti,4244
2011,accademico,1202,Insubria,F,iscritti,5181
2011,accademico,1202,Insubria,M,iscritti,4014
2012,accademico,1202,Insubria,F,iscritti,4912
2012,accademico,1202,Insubria,M,iscritti,3875
2013,accademico,1202,Insubria,F,iscritti,4863
2013,accademico,1202,Insubria,M,iscritti,3787
2014,accademico,1202,Insubria,F,iscritti,5041
2014,accademico,1202,Insubria,M,iscritti,3933
2015,accademico,1202,Insubria,F,iscritti,4933
2015,accademico,1202,Insubria,M,iscritti,4026
2016,accademico,1202,Insubria,F,iscritti,5104
2016,accademico,1202,Insubria,M,iscritti,4299
2017,accademico,1202,Insubria,F,iscritti,5449
2017,accademico,1202,Insubria,M,iscritti,4675
2018,accademico,1202,Insubria,F,iscritti,5861
2018,accademico,1202,Insubria,M,iscritti,4888
2019,accademico,1202,Insubria,F,iscritti,6163
2019,accademico,1202,Insubria,M,iscritti,5260
2020,accademico,1202,Insubria,F,iscritti,6403
2020,accademico,1202,Insubria,M,iscritti,5353
2021,accademico,1202,Insubria,F,iscritti,6403
2021,accademico,1202,Insubria,M,iscritti,5397
2022,accademico,1202,Insubria,F,iscritti,6246
2022,accademico,1202,Insubria,M,iscritti,5194
2023,accademico,1202,Insubria,F,iscritti,6161
2023,accademico,1202,Insubria,M,iscritti,5072
2024,accademico,1202,Insubria,F,iscritti,6263
2024,accademico,1202,Insubria,M,iscritti,4951
2001,solare,1202,Insubria,F,laureati,400
2001,solare,1202,Insubria,M,laureati,265
2002,solare,1202,Insubria,F,laureati,487
2002,solare,1202,Insubria,M,laureati,318
2003,solare,1202,Insubria,F,laureati,566
2003,solare,1202,Insubria,M,laureati,412
2004,solare,1202,Insubria,F,laureati,848
2004,solare,1202,Insubria,M,laureati,490
2005,solare,1202,Insubria,F,laureati,774
2005,solare,1202,Insubria,M,laureati,518
2006,solare,1202,Insubria,F,laureati,925
2006,solare,1202,Insubria,M,laureati,588
2007,solare,1202,Insubria,F,laureati,850
2007,solare,1202,Insubria,M,laureati,603
2008,solare,1202,Insubria,F,laureati,821
2008,solare,1202,Insubria,M,laureati,579
2009,solare,1202,Insubria,F,laureati,814
2009,solare,1202,Insubria,M,laureati,609
2010,solare,1202,Insubria,F,laureati,921
2010,solare,1202,Insubria,M,laureati,652
2011,solare,1202,Insubria,F,laureati,903
2011,solare,1202,Insubria,M,laureati,612
2012,solare,1202,Insubria,F,laureati,1015
2012,solare,1202,Insubria,M,laureati,665
2013,solare,1202,Insubria,F,laureati,927
2013,solare,1202,Insubria,M,laureati,654
2014,solare,1202,Insubria,F,laureati,863
2014,solare,1202,Insubria,M,laureati,635
2015,solare,1202,Insubria,F,laureati,904
2015,solare,1202,Insubria,M,laureati,662
2016,solare,1202,Insubria,F,laureati,868
2016,solare,1202,Insubria,M,laureati,626
2017,solare,1202,Insubria,F,laureati,978
2017,solare,1202,Insubria,M,laureati,651
2018,solare,1202,Insubria,F,laureati,1038
2018,solare,1202,Insubria,M,laureati,726
2019,solare,1202,Insubria,F,laureati,1123
2019,solare,1202,Insubria,M,laureati,746
2020,solare,1202,Insubria,F,laureati,1147
2020,solare,1202,Insubria,M,laureati,896
2021,solare,1202,Insubria,F,laureati,1194
2021,solare,1202,Insubria,M,laureati,911
2022,solare,1202,Insubria,F,laureati,1300
2022,solare,1202,Insubria,M,laureati,880
2023,solare,1202,Insubria,F,laureati,1298
2023,solare,1202,Insubria,M,laureati,948
2024,solare,1202,Insubria,F,laureati,1265
2024,solare,1202,Insubria,M,laureati,1000
2025,solare,1202,Insubria,F,laureati,1313
2025,solare,1202,Insubria,M,laureati,932
2007,accademico,1301,Novedrate e-Campus - telematica,F,immatricolati,31
2007,accademico,1301,Novedrate e-Campus - telematica,M,immatricolati,49
2008,accademico,1301,Novedrate e-Campus - telematica,F,immatricolati,344
2008,accademico,1301,Novedrate e-Campus - telematica,M,immatricolati,581
2009,accademico,1301,Novedrate e-Campus - telematica,F,immatricolati,371
2009,accademico,1301,Novedrate e-Campus - telematica,M,immatricolati,516
2010,accademico,1301,Novedrate e-Campus - telematica,F,immatricolati,361
2010,accademico,1301,Novedrate e-Campus - telematica,M,immatricolati,504
2011,accademico,1301,Novedrate e-Campus - telematica,F,immatricolati,357
2011,accademico,1301,Novedrate e-Campus - telematica,M,immatricolati,446
2012,accademico,1301,Novedrate e-Campus - telematica,F,immatricolati,277
2012,accademico,1301,Novedrate e-Campus - telematica,M,immatricolati,302
2013,accademico,1301,Novedrate e-Campus - telematica,F,immatricolati,377
2013,accademico,1301,Novedrate e-Campus - telematica,M,immatricolati,392
2014,accademico,1301,Novedrate e-Campus - telematica,F,immatricolati,503
2014,accademico,1301,Novedrate e-Campus - telematica,M,immatricolati,510
2015,accademico,1301,Novedrate e-Campus - telematica,F,immatricolati,473
2015,accademico,1301,Novedrate e-Campus - telematica,M,immatricolati,456
2016,accademico,1301,Novedrate e-Campus - telematica,F,immatricolati,525
2016,accademico,1301,Novedrate e-Campus - telematica,M,immatricolati,527
2017,accademico,1301,Novedrate e-Campus - telematica,F,immatricolati,772
2017,accademico,1301,Novedrate e-Campus - telematica,M,immatricolati,827
2018,accademico,1301,Novedrate e-Campus - telematica,F,immatricolati,1152
2018,accademico,1301,Novedrate e-Campus - telematica,M,immatricolati,1251
2019,accademico,1301,Novedrate e-Campus - telematica,F,immatricolati,1555
2019,accademico,1301,Novedrate e-Campus - telematica,M,immatricolati,1675
2020,accademico,1301,Novedrate e-Campus - telematica,F,immatricolati,2661
2020,accademico,1301,Novedrate e-Campus - telematica,M,immatricolati,2631
2021,accademico,1301,Novedrate e-Campus - telematica,F,immatricolati,3399
2021,accademico,1301,Novedrate e-Campus - telematica,M,immatricolati,3477
2022,accademico,1301,Novedrate e-Campus - telematica,F,immatricolati,4336
2022,accademico,1301,Novedrate e-Campus - telematica,M,immatricolati,3908
2023,accademico,1301,Novedrate e-Campus - telematica,F,immatricolati,4134
2023,accademico,1301,Novedrate e-Campus - telematica,M,immatricolati,3807
2024,accademico,1301,Novedrate e-Campus - telematica,F,immatricolati,4717
2024,accademico,1301,Novedrate e-Campus - telematica,M,immatricolati,4237
2025,accademico,1301,Novedrate e-Campus - telematica,F,immatricolati,3903
2025,accademico,1301,Novedrate e-Campus - telematica,M,immatricolati,3587
2007,accademico,1301,Novedrate e-Campus - telematica,F,iscritti,120
2007,accademico,1301,Novedrate e-Campus - telematica,M,iscritti,159
2008,accademico,1301,Novedrate e-Campus - telematica,F,iscritti,790
2008,accademico,1301,Novedrate e-Campus - telematica,M,iscritti,1468
2009,accademico,1301,Novedrate e-Campus - telematica,F,iscritti,1863
2009,accademico,1301,Novedrate e-Campus - telematica,M,iscritti,2847
2010,accademico,1301,Novedrate e-Campus - telematica,F,iscritti,2484
2010,accademico,1301,Novedrate e-Campus - telematica,M,iscritti,3726
2011,accademico,1301,Novedrate e-Campus - telematica,F,iscritti,2887
2011,accademico,1301,Novedrate e-Campus - telematica,M,iscritti,3862
2012,accademico,1301,Novedrate e-Campus - telematica,F,iscritti,2756
2012,accademico,1301,Novedrate e-Campus - telematica,M,iscritti,3395
2013,accademico,1301,Novedrate e-Campus - telematica,F,iscritti,3132
2013,accademico,1301,Novedrate e-Campus - telematica,M,iscritti,3590
2014,accademico,1301,Novedrate e-Campus - telematica,F,iscritti,3686
2014,accademico,1301,Novedrate e-Campus - telematica,M,iscritti,3977
2015,accademico,1301,Novedrate e-Campus - telematica,F,iscritti,3850
2015,accademico,1301,Novedrate e-Campus - telematica,M,iscritti,4013
2016,accademico,1301,Novedrate e-Campus - telematica,F,iscritti,4511
2016,accademico,1301,Novedrate e-Campus - telematica,M,iscritti,4576
2017,accademico,1301,Novedrate e-Campus - telematica,F,iscritti,5700
2017,accademico,1301,Novedrate e-Campus - telematica,M,iscritti,5678
2018,accademico,1301,Novedrate e-Campus - telematica,F,iscritti,8003
2018,accademico,1301,Novedrate e-Campus - telematica,M,iscritti,7653
2019,accademico,1301,Novedrate e-Campus - telematica,F,iscritti,11486
2019,accademico,1301,Novedrate e-Campus - telematica,M,iscritti,10471
2020,accademico,1301,Novedrate e-Campus - telematica,F,iscritti,17358
2020,accademico,1301,Novedrate e-Campus - telematica,M,iscritti,14916
2021,accademico,1301,Novedrate e-Campus - telematica,F,iscritti,22159
2021,accademico,1301,Novedrate e-Campus - telematica,M,iscritti,18834
2022,accademico,1301,Novedrate e-Campus - telematica,F,iscritti,27457
2022,accademico,1301,Novedrate e-Campus - telematica,M,iscritti,22335
2023,accademico,1301,Novedrate e-Campus - telematica,F,iscritti,30956
2023,accademico,1301,Novedrate e-Campus - telematica,M,iscritti,25208
2024,accademico,1301,Novedrate e-Campus - telematica,F,iscritti,27218
2024,accademico,1301,Novedrate e-Campus - telematica,M,iscritti,22638
2010,solare,1301,Novedrate e-Campus - telematica,F,laureati,62
2010,solare,1301,Novedrate e-Campus - telematica,M,laureati,92
2011,solare,1301,Novedrate e-Campus - telematica,F,laureati,142
2011,solare,1301,Novedrate e-Campus - telematica,M,laureati,183
2012,solare,1301,Novedrate e-Campus - telematica,F,laureati,209
2012,solare,1301,Novedrate e-Campus - telematica,M,laureati,321
2013,solare,1301,Novedrate e-Campus - telematica,F,laureati,318
2013,solare,1301,Novedrate e-Campus - telematica,M,laureati,368
2014,solare,1301,Novedrate e-Campus - telematica,F,laureati,430
2014,solare,1301,Novedrate e-Campus - telematica,M,laureati,382
2015,solare,1301,Novedrate e-Campus - telematica,F,laureati,508
2015,solare,1301,Novedrate e-Campus - telematica,M,laureati,406
2016,solare,1301,Novedrate e-Campus - telematica,F,laureati,478
2016,solare,1301,Novedrate e-Campus - telematica,M,laureati,421
2017,solare,1301,Novedrate e-Campus - telematica,F,laureati,860
2017,solare,1301,Novedrate e-Campus - telematica,M,laureati,818
2018,solare,1301,Novedrate e-Campus - telematica,F,laureati,1179
2018,solare,1301,Novedrate e-Campus - telematica,M,laureati,1000
2019,solare,1301,Novedrate e-Campus - telematica,F,laureati,1485
2019,solare,1301,Novedrate e-Campus - telematica,M,laureati,1262
2020,solare,1301,Novedrate e-Campus - telematica,F,laureati,2712
2020,solare,1301,Novedrate e-Campus - telematica,M,laureati,2132
