codice_istat,comune,anno,indicatore,valore
017009,Bagnolo Mella,2023,italiani_acquisiti_nati_in_italia_minorenni,237
017009,Bagnolo Mella,2023,italiani_dalla_nascita,9918
017009,Bagnolo Mella,2023,italiani_dalla_nascita_nati_all_estero,102
017009,Bagnolo Mella,2023,italiani_dalla_nascita_nati_in_italia,9816
017009,Bagnolo Mella,2023,popolazione_residente,12437
017009,Bagnolo Mella,2023,stranieri,1618
017009,Bagnolo Mella,2023,stranieri_nati_all_estero,1281
017009,Bagnolo Mella,2023,stranieri_nati_in_italia,337
017009,Bagnolo Mella,2023,stranieri_nati_in_italia_minorenni,325
017010,Bagolino,2021,italiani,3685
017010,Bagolino,2021,italiani_acquisiti,36
017010,Bagolino,2021,italiani_acquisiti_nati_all_estero,28
017010,Bagolino,2021,italiani_acquisiti_nati_in_italia,8
017010,Bagolino,2021,italiani_acquisiti_nati_in_italia_minorenni,8
017010,Bagolino,2021,italiani_dalla_nascita,3649
017010,Bagolino,2021,italiani_dalla_nascita_nati_all_estero,19
017010,Bagolino,2021,italiani_dalla_nascita_nati_in_italia,3630
017010,Bagolino,2021,popolazione_residente,3755
017010,Bagolino,2021,stranieri,70
017010,Bagolino,2021,stranieri_nati_all_estero,68
017010,Bagolino,2021,stranieri_nati_in_italia,2
017010,Bagolino,2021,stranieri_nati_in_italia_minorenni,2
017010,Bagolino,2022,italiani,3701
017010,Bagolino,2022,italiani_acquisiti,42
017010,Bagolino,2022,italiani_acquisiti_nati_all_estero,34
017010,Bagolino,2022,italiani_acquisiti_nati_in_italia,8
017010,Bagolino,2022,italiani_acquisiti_nati_in_italia_minorenni,8
017010,Bagolino,2022,italiani_dalla_nascita,3659
017010,Bagolino,2022,italiani_dalla_nascita_nati_all_estero,19
017010,Bagolino,2022,italiani_dalla_nascita_nati_in_italia,3640
017010,Bagolino,2022,popolazione_residente,3767
017010,Bagolino,2022,stranieri,66
017010,Bagolino,2022,stranieri_nati_all_estero,63
017010,Bagolino,2022,stranieri_nati_in_italia,3
017010,Bagolino,2022,stranieri_nati_in_italia_minorenni,3
017010,Bagolino,2023,italiani,3701
017010,Bagolino,2023,italiani_acquisiti,47
017010,Bagolino,2023,italiani_acquisiti_nati_all_estero,37
017010,Bagolino,2023,italiani_acquisiti_nati_in_italia,10
017010,Bagolino,2023,italiani_acquisiti_nati_in_italia_minorenni,9
017010,Bagolino,2023,italiani_dalla_nascita,3654
017010,Bagolino,2023,italiani_dalla_nascita_nati_all_estero,20
017010,Bagolino,2023,italiani_dalla_nascita_nati_in_italia,3634
017010,Bagolino,2023,popolazione_residente,3781
017010,Bagolino,2023,stranieri,80
017010,Bagolino,2023,stranieri_nati_all_estero,75
017010,Bagolino,2023,stranieri_nati_in_italia,5
017010,Bagolino,2023,stranieri_nati_in_italia_minorenni,4
017011,Barbariga,2021,italiani,2037
017011,Barbariga,2021,italiani_acquisiti,113
017011,Barbariga,2021,italiani_acquisiti_nati_all_estero,66
017011,Barbariga,2021,italiani_acquisiti_nati_in_italia,47
017011,Barbariga,2021,italiani_acquisiti_nati_in_italia_minorenni,37
017011,Barbariga,2021,italiani_dalla_nascita,1924
017011,Barbariga,2021,italiani_dalla_nascita_nati_all_estero,13
017011,Barbariga,2021,italiani_dalla_nascita_nati_in_italia,1911
017011,Barbariga,2021,popolazione_residente,2317
017011,Barbariga,2021,stranieri,280
017011,Barbariga,2021,stranieri_nati_all_estero,221
017011,Barbariga,2021,stranieri_nati_in_italia,59
